title,year,quality,folder_path,file_path,size_bytes,container,original_path,fallback_mp4_path,has_mp4_fallback
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_04_(Dual Audio_10bit_BD1080p_x265).mkv,814421922,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_04_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_05_(Dual Audio_10bit_BD1080p_x265).mkv,696222760,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_05_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_06_(Dual Audio_10bit_BD1080p_x265).mkv,870670311,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_06_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_07_(Dual Audio_10bit_BD1080p_x265).mkv,604457358,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_07_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_08_(Dual Audio_10bit_BD1080p_x265).mkv,703649610,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_08_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_09_(Dual Audio_10bit_BD1080p_x265).mkv,482784725,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_09_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_11_(Dual Audio_10bit_BD1080p_x265).mkv,616952095,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_11_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_12_(Dual Audio_10bit_BD1080p_x265).mkv,590620200,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_12_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_13_(Dual Audio_10bit_BD1080p_x265).mkv,580211130,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_13_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_14_(Dual Audio_10bit_BD1080p_x265).mkv,541152468,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_14_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_15_(Dual Audio_10bit_BD1080p_x265).mkv,553116411,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_15_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_16_(Dual Audio_10bit_BD1080p_x265).mkv,527875404,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_16_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_17_(Dual Audio_10bit_BD1080p_x265).mkv,729926949,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_17_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_18_(Dual Audio_10bit_BD1080p_x265).mkv,648756228,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_18_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_19_(Dual Audio_10bit_BD1080p_x265).mkv,723454285,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_19_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_20_(Dual Audio_10bit_BD1080p_x265).mkv,709096481,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_20_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_21_(Dual Audio_10bit_BD1080p_x265).mkv,706264614,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_21_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_22_(Dual Audio_10bit_BD1080p_x265).mkv,713922262,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_22_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_23_(Dual Audio_10bit_BD1080p_x265).mkv,721323841,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_23_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_24_(Dual Audio_10bit_BD1080p_x265).mkv,763217618,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_24_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_25_(Dual Audio_10bit_BD1080p_x265).mkv,693427321,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_25_(Dual Audio_10bit_BD1080p_x265).mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_26_(Dual Audio_10bit_BD1080p_x265).mkv,791354507,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Tenkuu no Escaflowne/[Cleo]Tenkuu_no_Escaflowne_-_26_(Dual Audio_10bit_BD1080p_x265).mkv,,False
Terminator 2,1991,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Terminator 2 (1991) [1080p] [YTS.AG],/media/tushita/TUSHITA_W11_DATA/movies/Terminator 2 (1991) [1080p] [YTS.AG]/Terminator.2.1991.1080p.BluRay.x264-[YTS.AG].mp4,2560836678,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Terminator 2 (1991) [1080p] [YTS.AG]/Terminator.2.1991.1080p.BluRay.x264-[YTS.AG].mp4,,False
Terminator 2 Judgment Day,1991,THEATRICAL,/media/tushita/TUSHITA_W11_DATA/movies/Terminator 2 Judgment Day (1991) [THEATRICAL] [2160p] [4K] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Terminator 2 Judgment Day (1991) [THEATRICAL] [2160p] [4K] [BluRay] [5.1] [YTS.MX]/Terminator.2.Judgment.Day.1991.THEATRICAL.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,6642697773,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Terminator 2 Judgment Day (1991) [THEATRICAL] [2160p] [4K] [BluRay] [5.1] [YTS.MX]/Terminator.2.Judgment.Day.1991.THEATRICAL.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
The Bad Guys 2,2025,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Bad Guys 2 (2025) [1080p] [WEBRip] [x265] [10bit] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Bad Guys 2 (2025) [1080p] [WEBRip] [x265] [10bit] [5.1] [YTS.MX]/The.Bad.Guys.2.2025.1080p.WEBRip.x265.10bit.AAC5.1-[YTS.MX].mp4,1860357434,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Bad Guys 2 (2025) [1080p] [WEBRip] [x265] [10bit] [5.1] [YTS.MX]/The.Bad.Guys.2.2025.1080p.WEBRip.x265.10bit.AAC5.1-[YTS.MX].mp4,,False
The Boss Baby,2017,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Boss Baby (2017) [1080p] [YTS.AG],/media/tushita/TUSHITA_W11_DATA/movies/The Boss Baby (2017) [1080p] [YTS.AG]/The.Boss.Baby.2017.1080p.BluRay.x264-[YTS.AG].mp4,1586428477,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Boss Baby (2017) [1080p] [YTS.AG]/The.Boss.Baby.2017.1080p.BluRay.x264-[YTS.AG].mp4,,False
The Boss Baby Family Business,2021,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Boss Baby Family Business (2021) [1080p] [WEBRip] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Boss Baby Family Business (2021) [1080p] [WEBRip] [5.1] [YTS.MX]/The.Boss.Baby.Family.Business.2021.1080p.WEBRip.x264.AAC5.1-[YTS.MX].mp4,2124667388,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Boss Baby Family Business (2021) [1080p] [WEBRip] [5.1] [YTS.MX]/The.Boss.Baby.Family.Business.2021.1080p.WEBRip.x264.AAC5.1-[YTS.MX].mp4,,False
The Boy And The Heron,2023,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Boy And The Heron (2023) [1080p] [WEBRip] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Boy And The Heron (2023) [1080p] [WEBRip] [5.1] [YTS.MX]/The.Boy.And.The.Heron.2023.1080p.WEBRip.x264.AAC5.1-[YTS.MX].mp4,2453363210,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Boy And The Heron (2023) [1080p] [WEBRip] [5.1] [YTS.MX]/The.Boy.And.The.Heron.2023.1080p.WEBRip.x264.AAC5.1-[YTS.MX].mp4,,False
The Croods A New Age,2020,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Croods A New Age (2020) [1080p] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Croods A New Age (2020) [1080p] [BluRay] [5.1] [YTS.MX]/The.Croods.A.New.Age.2020.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,1884215879,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Croods A New Age (2020) [1080p] [BluRay] [5.1] [YTS.MX]/The.Croods.A.New.Age.2020.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,,False
The Electric State,2025,2160p,/media/tushita/TUSHITA_W11_DATA/movies/The Electric State (2025) [2160p] [4K] [WEB] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Electric State (2025) [2160p] [4K] [WEB] [5.1] [YTS.MX]/The.Electric.State.2025.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,6180468752,mkv,/media/tushita/TUSHITA_W11_DATA/movies/The Electric State (2025) [2160p] [4K] [WEB] [5.1] [YTS.MX]/The.Electric.State.2025.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
The Godfather Part 2,1974,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Godfather Part 2 (1974) [1080p],/media/tushita/TUSHITA_W11_DATA/movies/The Godfather Part 2 (1974) [1080p]/The.Godfather.Part.2.1974.1080p.BrRip.x264.BOKUTOX.YIFY.mp4,2901310881,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Godfather Part 2 (1974) [1080p]/The.Godfather.Part.2.1974.1080p.BrRip.x264.BOKUTOX.YIFY.mp4,,False
The Iron Giant,1999,DIRECTOR CUT,/media/tushita/TUSHITA_W11_DATA/movies/The Iron Giant (1999) [DIRECTOR CUT] [REPACK] [1080p] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Iron Giant (1999) [DIRECTOR CUT] [REPACK] [1080p] [BluRay] [5.1] [YTS.MX]/The.Iron.Giant.1999.DIRECTOR.CUT.REPACK.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,1781532329,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Iron Giant (1999) [DIRECTOR CUT] [REPACK] [1080p] [BluRay] [5.1] [YTS.MX]/The.Iron.Giant.1999.DIRECTOR.CUT.REPACK.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,,False
The Last Airbender,2010,2160p,/media/tushita/TUSHITA_W11_DATA/movies/The Last Airbender (2010) [2160p] [4K] [WEB] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Last Airbender (2010) [2160p] [4K] [WEB] [5.1] [YTS.MX]/The.Last.Airbender.2010.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,4942329431,mkv,/media/tushita/TUSHITA_W11_DATA/movies/The Last Airbender (2010) [2160p] [4K] [WEB] [5.1] [YTS.MX]/The.Last.Airbender.2010.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
The Lego Star Wars Holiday Special,2020,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Lego Star Wars Holiday Special (2020) [1080p] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Lego Star Wars Holiday Special (2020) [1080p] [BluRay] [5.1] [YTS.MX]/The.Lego.Star.Wars.Holiday.Special.2020.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,889898514,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Lego Star Wars Holiday Special (2020) [1080p] [BluRay] [5.1] [YTS.MX]/The.Lego.Star.Wars.Holiday.Special.2020.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,,False
The Lord Of The Rings The Fellowship Of The Ring,2001,EXTENDED,/media/tushita/TUSHITA_W11_DATA/movies/The Lord Of The Rings The Fellowship Of The Ring (2001) [EXTENDED] [2160p] [4K] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Lord Of The Rings The Fellowship Of The Ring (2001) [EXTENDED] [2160p] [4K] [BluRay] [5.1] [YTS.MX]/The.Lord.Of.The.Rings.The.Fellowship.Of.The.Ring.2001.EXTENDED.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,11545916539,mkv,/media/tushita/TUSHITA_W11_DATA/movies/The Lord Of The Rings The Fellowship Of The Ring (2001) [EXTENDED] [2160p] [4K] [BluRay] [5.1] [YTS.MX]/The.Lord.Of.The.Rings.The.Fellowship.Of.The.Ring.2001.EXTENDED.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
The Lord Of The Rings The Return Of The King,2003,EXTENDED,/media/tushita/TUSHITA_W11_DATA/movies/The Lord Of The Rings The Return Of The King (2003) [EXTENDED] [2160p] [4K] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Lord Of The Rings The Return Of The King (2003) [EXTENDED] [2160p] [4K] [BluRay] [5.1] [YTS.MX]/The.Lord.Of.The.Rings.The.Return.Of.The.King.2003.EXTENDED.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,13174912766,mkv,/media/tushita/TUSHITA_W11_DATA/movies/The Lord Of The Rings The Return Of The King (2003) [EXTENDED] [2160p] [4K] [BluRay] [5.1] [YTS.MX]/The.Lord.Of.The.Rings.The.Return.Of.The.King.2003.EXTENDED.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
The Lord Of The Rings The Two Towers,2002,EXTENDED,/media/tushita/TUSHITA_W11_DATA/movies/The Lord Of The Rings The Two Towers (2002) [EXTENDED] [2160p] [4K] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Lord Of The Rings The Two Towers (2002) [EXTENDED] [2160p] [4K] [BluRay] [5.1] [YTS.MX]/The.Lord.Of.The.Rings.The.Two.Towers.2002.EXTENDED.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,11922980206,mkv,/media/tushita/TUSHITA_W11_DATA/movies/The Lord Of The Rings The Two Towers (2002) [EXTENDED] [2160p] [4K] [BluRay] [5.1] [YTS.MX]/The.Lord.Of.The.Rings.The.Two.Towers.2002.EXTENDED.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
The Other Guys,2010,2160p,/media/tushita/TUSHITA_W11_DATA/movies/The Other Guys (2010) [2160p] [4K] [WEB] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Other Guys (2010) [2160p] [4K] [WEB] [5.1] [YTS.MX]/The.Other.Guys.2010.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,5150737453,mkv,/media/tushita/TUSHITA_W11_DATA/movies/The Other Guys (2010) [2160p] [4K] [WEB] [5.1] [YTS.MX]/The.Other.Guys.2010.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
The Phoenician Scheme,2025,2160p,/media/tushita/TUSHITA_W11_DATA/movies/The Phoenician Scheme (2025) [2160p] [4K] [WEB] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Phoenician Scheme (2025) [2160p] [4K] [WEB] [5.1] [YTS.MX]/The.Phoenician.Scheme.2025.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,4860154493,mkv,/media/tushita/TUSHITA_W11_DATA/movies/The Phoenician Scheme (2025) [2160p] [4K] [WEB] [5.1] [YTS.MX]/The.Phoenician.Scheme.2025.2160p.4K.WEB.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
The Primevals,2023,1080p,/media/tushita/TUSHITA_W11_DATA/movies/The Primevals (2023) [1080p] [WEBRip] [x265] [10bit] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/The Primevals (2023) [1080p] [WEBRip] [x265] [10bit] [YTS.MX]/The.Primevals.2023.1080p.WEBRip.x265.10bit.AAC-[YTS.MX].mp4,1454839636,mp4,/media/tushita/TUSHITA_W11_DATA/movies/The Primevals (2023) [1080p] [WEBRip] [x265] [10bit] [YTS.MX]/The.Primevals.2023.1080p.WEBRip.x265.10bit.AAC-[YTS.MX].mp4,,False
DragonHeart,1996,2160p,/media/tushita/TUSHITA_W11_DATA/movies/DragonHeart (1996) [2160p] [4K] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/DragonHeart (1996) [2160p] [4K] [BluRay] [5.1] [YTS.MX]/DragonHeart.1996.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,4961172487,mkv,/media/tushita/TUSHITA_W11_DATA/movies/DragonHeart (1996) [2160p] [4K] [BluRay] [5.1] [YTS.MX]/DragonHeart.1996.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
Dragonheart Vengeance,2020,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Dragonheart Vengeance (2020) [1080p] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Dragonheart Vengeance (2020) [1080p] [BluRay] [5.1] [YTS.MX]/Dragonheart.Vengeance.2020.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,1849188768,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Dragonheart Vengeance (2020) [1080p] [BluRay] [5.1] [YTS.MX]/Dragonheart.Vengeance.2020.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,,False
Dune,1984,2160p,/media/tushita/TUSHITA_W11_DATA/movies/Dune (1984) [2160p] [4K] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Dune (1984) [2160p] [4K] [BluRay] [5.1] [YTS.MX]/Dune.1984.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,6578713150,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Dune (1984) [2160p] [4K] [BluRay] [5.1] [YTS.MX]/Dune.1984.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
Elio,2025,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Elio (2025) [1080p] [WEBRip] [x265] [10bit] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Elio (2025) [1080p] [WEBRip] [x265] [10bit] [5.1] [YTS.MX]/Elio.2025.1080p.WEBRip.x265.10bit.AAC5.1-[YTS.MX].mp4,1752742797,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Elio (2025) [1080p] [WEBRip] [x265] [10bit] [5.1] [YTS.MX]/Elio.2025.1080p.WEBRip.x265.10bit.AAC5.1-[YTS.MX].mp4,,False
Emma.,2020,1080p,/media/tushita/TUSHITA_W11_DATA/movies/Emma. (2020) [1080p] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Emma. (2020) [1080p] [BluRay] [5.1] [YTS.MX]/Emma..2020.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,2461342991,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Emma. (2020) [1080p] [BluRay] [5.1] [YTS.MX]/Emma..2020.1080p.BluRay.x264.AAC5.1-[YTS.MX].mp4,,False
Eraserhead,1977,2160p,/media/tushita/TUSHITA_W11_DATA/movies/Eraserhead (1977) [2160p] [4K] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/Eraserhead (1977) [2160p] [4K] [BluRay] [5.1] [YTS.MX]/Eraserhead.1977.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,4295637217,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Eraserhead (1977) [2160p] [4K] [BluRay] [5.1] [YTS.MX]/Eraserhead.1977.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
First Blood,1982,2160p,/media/tushita/TUSHITA_W11_DATA/movies/First Blood (1982) [2160p] [4K] [BluRay] [5.1] [YTS.MX],/media/tushita/TUSHITA_W11_DATA/movies/First Blood (1982) [2160p] [4K] [BluRay] [5.1] [YTS.MX]/First.Blood.1982.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,4626405037,mkv,/media/tushita/TUSHITA_W11_DATA/movies/First Blood (1982) [2160p] [4K] [BluRay] [5.1] [YTS.MX]/First.Blood.1982.2160p.4K.BluRay.x265.10bit.AAC5.1-[YTS.MX].mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E01 - The Emperor's Peace.mkv,491121284,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E01 - The Emperor's Peace.mkv,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E01 - The Emperor's Peace_transcoded.mp4,663748656,mp4,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E01 - The Emperor's Peace_transcoded.mp4,,False
,,,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E02 - Preparing to Live.mkv,513082321,mkv,/media/tushita/TUSHITA_W11_DATA/movies/Foundation (2021) Season 1 - HEVC 2160p 7RIP/S01E02 - Preparing to Live.mkv,,False
